page_id,id,group,state,render,device_pass
CM-005,CM-005-commerce-orders-loading-normal-ordinary,state,"{""manifestId"": ""CM-005"", ""readTarget"": ""commerce.orders"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""commerce.orders""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-005-commerce-orders-loading-normal-ordinary.png,False
CM-009,CM-009-catalog-gifts-empty-normal-ordinary,state,"{""manifestId"": ""CM-009"", ""readTarget"": ""catalog.gifts"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""catalog.gifts"", ""commerce.wallet""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-009-catalog-gifts-empty-normal-ordinary.png,False
CM-009,CM-009-catalog-gifts-error-normal-ordinary,state,"{""manifestId"": ""CM-009"", ""readTarget"": ""catalog.gifts"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""catalog.gifts"", ""commerce.wallet""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-009-catalog-gifts-error-normal-ordinary.png,False
CM-009,CM-009-catalog-gifts-loading-normal-ordinary,state,"{""manifestId"": ""CM-009"", ""readTarget"": ""catalog.gifts"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""catalog.gifts"", ""commerce.wallet""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-009-catalog-gifts-loading-normal-ordinary.png,False
CM-010,CM-010-catalog-decorations-empty-normal-ordinary,state,"{""manifestId"": ""CM-010"", ""readTarget"": ""catalog.decorations"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""catalog.decorations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-010-catalog-decorations-empty-normal-ordinary.png,False
CM-010,CM-010-catalog-decorations-error-normal-ordinary,state,"{""manifestId"": ""CM-010"", ""readTarget"": ""catalog.decorations"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""catalog.decorations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-010-catalog-decorations-error-normal-ordinary.png,False
CM-010,CM-010-catalog-decorations-loading-normal-ordinary,state,"{""manifestId"": ""CM-010"", ""readTarget"": ""catalog.decorations"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""catalog.decorations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-010-catalog-decorations-loading-normal-ordinary.png,False
CM-010,CM-010-catalog-decorations-normal-decoration-expired-ordinary,state,"{""manifestId"": ""CM-010"", ""readTarget"": ""catalog.decorations"", ""state"": ""normal"", ""variant"": ""decoration-expired"", ""role"": ""ordinary"", ""readCalls"": [""catalog.decorations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-010-catalog-decorations-normal-decoration-expired-ordinary.png,False
CM-010,CM-010-catalog-decorations-normal-decoration-retired-ordinary,state,"{""manifestId"": ""CM-010"", ""readTarget"": ""catalog.decorations"", ""state"": ""normal"", ""variant"": ""decoration-retired"", ""role"": ""ordinary"", ""readCalls"": [""catalog.decorations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/CM-010-catalog-decorations-normal-decoration-retired-ordinary.png,False
DS-001,DS-001-discovery-home-empty-normal-ordinary,state,"{""manifestId"": ""DS-001"", ""readTarget"": ""discovery.home"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.conversations"", ""social.profile"", ""discovery.home""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-001-discovery-home-empty-normal-ordinary.png,False
DS-001,DS-001-discovery-home-error-normal-ordinary,state,"{""manifestId"": ""DS-001"", ""readTarget"": ""discovery.home"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.conversations"", ""social.profile"", ""discovery.home""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-001-discovery-home-error-normal-ordinary.png,False
DS-001,DS-001-discovery-home-loading-normal-ordinary,state,"{""manifestId"": ""DS-001"", ""readTarget"": ""discovery.home"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.conversations"", ""social.profile"", ""discovery.home""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-001-discovery-home-loading-normal-ordinary.png,False
DS-002,DS-002-discovery-suggestions-empty-normal-ordinary,state,"{""manifestId"": ""DS-002"", ""readTarget"": ""discovery.suggestions"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.suggestions""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-002-discovery-suggestions-empty-normal-ordinary.png,False
DS-002,DS-002-discovery-suggestions-error-normal-ordinary,state,"{""manifestId"": ""DS-002"", ""readTarget"": ""discovery.suggestions"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.suggestions""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-002-discovery-suggestions-error-normal-ordinary.png,False
DS-002,DS-002-discovery-suggestions-loading-normal-ordinary,state,"{""manifestId"": ""DS-002"", ""readTarget"": ""discovery.suggestions"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.suggestions""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-002-discovery-suggestions-loading-normal-ordinary.png,False
DS-003,DS-003-discovery-search-empty-normal-ordinary,state,"{""manifestId"": ""DS-003"", ""readTarget"": ""discovery.search"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.search""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-003-discovery-search-empty-normal-ordinary.png,False
DS-003,DS-003-discovery-search-error-normal-ordinary,state,"{""manifestId"": ""DS-003"", ""readTarget"": ""discovery.search"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.search""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-003-discovery-search-error-normal-ordinary.png,False
DS-003,DS-003-discovery-search-loading-normal-ordinary,state,"{""manifestId"": ""DS-003"", ""readTarget"": ""discovery.search"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.search""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-003-discovery-search-loading-normal-ordinary.png,False
DS-004,DS-004-dynamic-feed-empty-normal-ordinary,state,"{""manifestId"": ""DS-004"", ""readTarget"": ""dynamic.feed"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.feed""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-004-dynamic-feed-empty-normal-ordinary.png,False
DS-004,DS-004-dynamic-feed-error-normal-ordinary,state,"{""manifestId"": ""DS-004"", ""readTarget"": ""dynamic.feed"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.feed""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-004-dynamic-feed-error-normal-ordinary.png,False
DS-004,DS-004-dynamic-feed-loading-normal-ordinary,state,"{""manifestId"": ""DS-004"", ""readTarget"": ""dynamic.feed"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.feed""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-004-dynamic-feed-loading-normal-ordinary.png,False
DS-005,DS-005-dynamic-comments-empty-normal-ordinary,state,"{""manifestId"": ""DS-005"", ""readTarget"": ""dynamic.comments"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.post"", ""dynamic.comments""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-005-dynamic-comments-empty-normal-ordinary.png,False
DS-005,DS-005-dynamic-comments-error-normal-ordinary,state,"{""manifestId"": ""DS-005"", ""readTarget"": ""dynamic.comments"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.post"", ""dynamic.comments""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-005-dynamic-comments-error-normal-ordinary.png,False
DS-005,DS-005-dynamic-comments-loading-normal-ordinary,state,"{""manifestId"": ""DS-005"", ""readTarget"": ""dynamic.comments"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.post"", ""dynamic.comments""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-005-dynamic-comments-loading-normal-ordinary.png,False
DS-005,DS-005-dynamic-post-error-normal-ordinary,state,"{""manifestId"": ""DS-005"", ""readTarget"": ""dynamic.post"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.post"", ""dynamic.comments""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-005-dynamic-post-error-normal-ordinary.png,False
DS-005,DS-005-dynamic-post-loading-normal-ordinary,state,"{""manifestId"": ""DS-005"", ""readTarget"": ""dynamic.post"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.post"", ""dynamic.comments""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-005-dynamic-post-loading-normal-ordinary.png,False
DS-007,DS-007-dynamic-ranking-empty-normal-ordinary,state,"{""manifestId"": ""DS-007"", ""readTarget"": ""dynamic.ranking"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.ranking""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-007-dynamic-ranking-empty-normal-ordinary.png,False
DS-007,DS-007-dynamic-ranking-error-normal-ordinary,state,"{""manifestId"": ""DS-007"", ""readTarget"": ""dynamic.ranking"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.ranking""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-007-dynamic-ranking-error-normal-ordinary.png,False
DS-007,DS-007-dynamic-ranking-loading-normal-ordinary,state,"{""manifestId"": ""DS-007"", ""readTarget"": ""dynamic.ranking"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""dynamic.ranking""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-007-dynamic-ranking-loading-normal-ordinary.png,False
DS-008,DS-008-discovery-collections-empty-normal-ordinary,state,"{""manifestId"": ""DS-008"", ""readTarget"": ""discovery.collections"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.collections""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-008-discovery-collections-empty-normal-ordinary.png,False
DS-008,DS-008-discovery-collections-error-normal-ordinary,state,"{""manifestId"": ""DS-008"", ""readTarget"": ""discovery.collections"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.collections""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-008-discovery-collections-error-normal-ordinary.png,False
DS-008,DS-008-discovery-collections-loading-normal-ordinary,state,"{""manifestId"": ""DS-008"", ""readTarget"": ""discovery.collections"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""discovery.collections""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/DS-008-discovery-collections-loading-normal-ordinary.png,False
MS-001,MS-001-message-conversations-empty-normal-ordinary,state,"{""manifestId"": ""MS-001"", ""readTarget"": ""message.conversations"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.conversations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-001-message-conversations-empty-normal-ordinary.png,False
MS-001,MS-001-message-conversations-error-normal-ordinary,state,"{""manifestId"": ""MS-001"", ""readTarget"": ""message.conversations"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.conversations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-001-message-conversations-error-normal-ordinary.png,False
MS-001,MS-001-message-conversations-loading-normal-ordinary,state,"{""manifestId"": ""MS-001"", ""readTarget"": ""message.conversations"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.conversations""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-001-message-conversations-loading-normal-ordinary.png,False
MS-002,MS-002-message-private-empty-normal-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-empty-normal-ordinary.png,False
MS-002,MS-002-message-private-error-normal-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-error-normal-ordinary.png,False
MS-002,MS-002-message-private-loading-normal-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-loading-normal-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-delivered-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-delivered"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-delivered-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-failed-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-failed"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-failed-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-pending-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-pending"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-pending-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-processing-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-processing"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-processing-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-retry-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-retry"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-retry-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-unknown-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-unknown"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-unknown-ordinary.png,False
MS-002,MS-002-message-private-normal-delivery-vendorBlocked-ordinary,state,"{""manifestId"": ""MS-002"", ""readTarget"": ""message.private"", ""state"": ""normal"", ""variant"": ""delivery-vendorBlocked"", ""role"": ""ordinary"", ""readCalls"": [""message.private""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-002-message-private-normal-delivery-vendorBlocked-ordinary.png,False
MS-003,MS-003-message-notifications-empty-normal-ordinary,state,"{""manifestId"": ""MS-003"", ""readTarget"": ""message.notifications"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.notifications""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-003-message-notifications-empty-normal-ordinary.png,False
MS-003,MS-003-message-notifications-error-normal-ordinary,state,"{""manifestId"": ""MS-003"", ""readTarget"": ""message.notifications"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.notifications""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-003-message-notifications-error-normal-ordinary.png,False
MS-003,MS-003-message-notifications-loading-normal-ordinary,state,"{""manifestId"": ""MS-003"", ""readTarget"": ""message.notifications"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.notifications""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-003-message-notifications-loading-normal-ordinary.png,False
MS-004,MS-004-message-notification-error-normal-ordinary,state,"{""manifestId"": ""MS-004"", ""readTarget"": ""message.notification"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.notification""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-004-message-notification-error-normal-ordinary.png,False
MS-004,MS-004-message-notification-loading-normal-ordinary,state,"{""manifestId"": ""MS-004"", ""readTarget"": ""message.notification"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.notification""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-004-message-notification-loading-normal-ordinary.png,False
MS-004,MS-004-message-notification-normal-target-unavailable-ordinary,state,"{""manifestId"": ""MS-004"", ""readTarget"": ""message.notification"", ""state"": ""normal"", ""variant"": ""target-unavailable"", ""role"": ""ordinary"", ""readCalls"": [""message.notification""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-004-message-notification-normal-target-unavailable-ordinary.png,False
MS-006,MS-006-message-recovery-error-normal-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-error-normal-ordinary.png,False
MS-006,MS-006-message-recovery-loading-normal-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-loading-normal-ordinary.png,False
MS-006,MS-006-message-recovery-normal-notification-allowed-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""normal"", ""variant"": ""notification-allowed"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-normal-notification-allowed-ordinary.png,False
MS-006,MS-006-message-recovery-normal-notification-denied-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""normal"", ""variant"": ""notification-denied"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-normal-notification-denied-ordinary.png,False
MS-006,MS-006-message-recovery-normal-notification-permanentlyDenied-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""normal"", ""variant"": ""notification-permanentlyDenied"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-normal-notification-permanentlyDenied-ordinary.png,False
MS-006,MS-006-message-recovery-normal-notification-restricted-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""normal"", ""variant"": ""notification-restricted"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-normal-notification-restricted-ordinary.png,False
MS-006,MS-006-message-recovery-normal-notification-unavailable-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""normal"", ""variant"": ""notification-unavailable"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-normal-notification-unavailable-ordinary.png,False
MS-006,MS-006-message-recovery-normal-notification-unknown-ordinary,state,"{""manifestId"": ""MS-006"", ""readTarget"": ""message.recovery"", ""state"": ""normal"", ""variant"": ""notification-unknown"", ""role"": ""ordinary"", ""readCalls"": [""message.recovery""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/MS-006-message-recovery-normal-notification-unknown-ordinary.png,False
RM-001,RM-001-room-owned-empty-normal-chair,state,"{""manifestId"": ""RM-001"", ""readTarget"": ""room.owned"", ""state"": ""empty"", ""variant"": ""normal"", ""role"": ""chair"", ""readCalls"": [""room.owned"", ""community.home""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/RM-001-room-owned-empty-normal-chair.png,False
RM-001,RM-001-room-owned-error-normal-chair,state,"{""manifestId"": ""RM-001"", ""readTarget"": ""room.owned"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""chair"", ""readCalls"": [""room.owned"", ""community.home""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/RM-001-room-owned-error-normal-chair.png,False
RM-001,RM-001-room-owned-loading-normal-chair,state,"{""manifestId"": ""RM-001"", ""readTarget"": ""room.owned"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""chair"", ""readCalls"": [""room.owned"", ""community.home""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/RM-001-room-owned-loading-normal-chair.png,False
RM-002,RM-002-room-configuration-error-normal-ordinary,state,"{""manifestId"": ""RM-002"", ""readTarget"": ""room.configuration"", ""state"": ""error"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""room.configuration""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/RM-002-room-configuration-error-normal-ordinary.png,False
RM-002,RM-002-room-configuration-loading-normal-ordinary,state,"{""manifestId"": ""RM-002"", ""readTarget"": ""room.configuration"", ""state"": ""loading"", ""variant"": ""normal"", ""role"": ""ordinary"", ""readCalls"": [""room.configuration""], ""evidenceType"": ""SYNTHETIC_PRODUCTION_WIDGET"", ""deviceValidated"": false}",renders/finish123-complete-states/390x844-text1.0/RM-002-room-configuration-loading-normal-ordinary.png,False
